"","gid","pid","off","type","player","name","season","fumble","NE"
"1",1860,302370,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"2",1860,302382,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"3",1860,302390,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"4",1860,302391,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"5",1860,302393,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"6",1860,302464,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"7",1860,302465,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"8",1860,302466,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"9",1860,302467,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"10",1860,302473,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"11",1860,302475,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"12",1863,302834,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"13",1863,302875,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"14",1863,302904,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"15",1863,302905,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"16",1863,302909,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"17",1863,302935,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"18",1870,303939,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"19",1870,303940,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"20",1870,303944,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"21",1870,303958,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"22",1870,303963,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"23",1870,303985,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"24",1870,303986,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"25",1870,303987,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"26",1870,303988,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"27",1870,304018,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"28",1870,304021,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"29",1870,304054,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"30",1870,304059,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"31",1870,304061,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"32",1870,304075,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"33",1870,304076,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"34",1884,306278,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"35",1884,306279,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"36",1884,306284,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"37",1884,306286,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"38",1884,306335,"NE","RUSH","WW-0200","Wes Welker",2007,0,1
"39",1884,306336,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"40",1884,306337,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"41",1884,306338,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"42",1884,306340,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"43",1884,306375,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"44",1884,306385,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"45",1887,306722,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"46",1887,306750,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"47",1887,306751,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"48",1887,306771,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"49",1887,306773,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"50",1887,306774,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"51",1887,306775,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"52",1887,306818,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"53",1887,306820,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"54",1887,306854,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"55",1887,306855,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"56",1887,306856,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"57",1897,308304,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"58",1897,308305,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"59",1897,308307,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"60",1897,308317,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"61",1897,308322,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"62",1897,308324,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"63",1897,308329,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"64",1897,308352,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"65",1897,308353,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"66",1897,308358,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"67",1897,308359,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"68",1897,308377,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"69",1897,308385,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"70",1897,308387,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"71",1897,308400,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"72",1897,308418,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"73",1897,308420,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"74",1915,311168,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"75",1915,311171,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"76",1915,311182,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"77",1915,311193,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"78",1915,311214,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"79",1915,311217,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"80",1915,311218,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"81",1915,311219,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"82",1915,311220,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"83",1915,311221,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"84",1915,311222,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"85",1915,311223,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"86",1915,311224,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"87",1915,311247,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"88",1915,311249,"NE","RUSH","WW-0200","Wes Welker",2007,0,1
"89",1915,311251,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"90",1915,311252,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"91",1915,311254,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"92",1915,311278,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"93",1915,311300,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"94",1915,311301,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"95",1915,311302,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"96",1919,311826,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"97",1919,311830,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"98",1919,311831,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"99",1919,311833,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"100",1919,311839,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"101",1919,311852,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"102",1919,311866,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"103",1919,311867,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"104",1919,311868,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"105",1919,311881,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"106",1919,311884,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"107",1919,311885,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"108",1919,311911,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"109",1919,311913,"NE","RUSH","BW-0700","Ben Watson",2007,0,1
"110",1919,311915,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"111",1919,311928,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"112",1919,311941,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"113",1919,311954,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"114",1919,311958,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"115",1919,311960,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"116",1919,311983,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"117",1919,311984,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"118",1921,312162,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"119",1921,312163,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"120",1921,312166,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"121",1921,312171,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"122",1921,312175,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"123",1921,312177,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"124",1921,312190,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"125",1921,312191,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"126",1921,312205,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"127",1921,312222,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"128",1921,312224,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"129",1921,312238,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"130",1921,312246,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"131",1921,312248,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"132",1921,312273,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"133",1921,312280,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"134",1931,313717,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"135",1931,313730,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"136",1931,313734,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"137",1931,313759,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"138",1931,313772,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"139",1931,313784,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"140",1939,315019,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"141",1939,315024,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"142",1939,315045,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"143",1939,315048,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"144",1939,315066,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"145",1939,315076,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"146",1939,315078,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"147",1939,315081,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"148",1939,315084,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"149",1939,315105,"NE","RUSH","SM-3400","Sammy Morris",2007,0,1
"150",1956,317788,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"151",1956,317797,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"152",1956,317839,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"153",1956,317840,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"154",1956,317841,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"155",1956,317859,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"156",1956,317860,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"157",1956,317862,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"158",1956,317863,"JAC","RUSH","FT-0100","Fred Taylor",2007,1,0
"159",1956,317897,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"160",1956,317900,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"161",1966,319332,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"162",1966,319333,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"163",1966,319335,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"164",1966,319336,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"165",1966,319348,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"166",1966,319349,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"167",1966,319352,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"168",1966,319353,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"169",1966,319354,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"170",1966,319367,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"171",1966,319368,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"172",1966,319377,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"173",1966,319378,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"174",1966,319398,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"175",1966,319399,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"176",1966,319422,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"177",1966,319423,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"178",1966,319427,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"179",1966,319435,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"180",1966,319444,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"181",1966,319468,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"182",1966,319469,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"183",1966,319479,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"184",1966,319480,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"185",1975,320823,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"186",1975,320833,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"187",1975,320835,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"188",1975,320837,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"189",1975,320862,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"190",1975,320878,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"191",1975,320879,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"192",1975,320904,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"193",1975,320909,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"194",1975,320916,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"195",1975,320932,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"196",1975,320933,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"197",1975,320962,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"198",1988,322953,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"199",1988,322954,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"200",1988,322957,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"201",1988,322962,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"202",1988,322981,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"203",1988,322989,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"204",1988,322990,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"205",1988,323002,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"206",1988,323004,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"207",1988,323020,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"208",1988,323036,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"209",1988,323047,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"210",1988,323049,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"211",1988,323076,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"212",1988,323079,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"213",1988,323080,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"214",2006,325874,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"215",2006,325877,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"216",2006,325878,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"217",2006,325883,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"218",2006,325893,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"219",2006,325897,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"220",2006,325900,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"221",2006,325925,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"222",2006,325927,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"223",2006,325941,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"224",2006,325944,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"225",2006,325945,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"226",2006,325954,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"227",2006,325966,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"228",2006,325978,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"229",2006,325989,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"230",2006,326000,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"231",2006,326012,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"232",2006,326013,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"233",2006,326014,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"234",2012,326889,"NE","RUSH","WW-0200","Wes Welker",2007,0,1
"235",2017,327647,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"236",2017,327649,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"237",2017,327653,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"238",2017,327670,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"239",2017,327700,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"240",2017,327703,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"241",2017,327710,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"242",2017,327713,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"243",2017,327721,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"244",2017,327723,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"245",2017,327726,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"246",2017,327770,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"247",2017,327780,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"248",2017,327782,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"249",2035,330591,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"250",2035,330592,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"251",2035,330601,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"252",2035,330602,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"253",2035,330620,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"254",2035,330624,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"255",2035,330628,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"256",2035,330657,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"257",2035,330658,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"258",2035,330661,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"259",2035,330682,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"260",2035,330685,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"261",2035,330686,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"262",2035,330690,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"263",2047,332567,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"264",2047,332570,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"265",2047,332586,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"266",2047,332587,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"267",2047,332604,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"268",2047,332605,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"269",2047,332637,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"270",2047,332638,"JAC","RUSH","FT-0100","Fred Taylor",2007,1,0
"271",2047,332651,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"272",2047,332653,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"273",2047,332665,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"274",2047,332667,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"275",2047,332668,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"276",2047,332672,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"277",2047,332674,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"278",2047,332700,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"279",2047,332710,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"280",2047,332711,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"281",2069,336064,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"282",2069,336065,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"283",2069,336068,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"284",2069,336085,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"285",2069,336093,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"286",2069,336103,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"287",2069,336114,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"288",2069,336127,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"289",2069,336128,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"290",2069,336130,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"291",2069,336131,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"292",2069,336140,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"293",2069,336144,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"294",2069,336154,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"295",2069,336176,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"296",2069,336177,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"297",2069,336179,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"298",2069,336186,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"299",2069,336188,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"300",2069,336189,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"301",2069,336190,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"302",2069,336204,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"303",2069,336205,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"304",2069,336209,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"305",2069,336210,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"306",2070,336280,"NE","RUSH","WW-0200","Wes Welker",2007,0,1
"307",2086,338785,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"308",2086,338799,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"309",2086,338823,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"310",2086,338839,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"311",2086,338865,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"312",2086,338875,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"313",2086,338876,"JAC","RUSH","FT-0100","Fred Taylor",2007,0,0
"314",2124,344922,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"315",2124,344923,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"316",2124,344925,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"317",2124,344928,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"318",2124,344986,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"319",2124,344987,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"320",2124,345015,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"321",2124,345018,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"322",2124,345019,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"323",2124,345021,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"324",2126,345188,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"325",2126,345200,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"326",2126,345211,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"327",2126,345215,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"328",2126,345220,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"329",2126,345227,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"330",2126,345236,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"331",2126,345270,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"332",2126,345308,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"333",2144,348058,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"334",2144,348059,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"335",2144,348069,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"336",2144,348074,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"337",2144,348091,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"338",2144,348092,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"339",2144,348112,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"340",2144,348113,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"341",2144,348119,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"342",2144,348125,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"343",2144,348126,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"344",2144,348137,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"345",2144,348156,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"346",2144,348157,"JAC","RUSH","FT-0100","Fred Taylor",2008,0,0
"347",2148,348703,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"348",2148,348738,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"349",2148,348747,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"350",2148,348754,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"351",2148,348767,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
"352",2148,348769,"NE","RUSH","SM-3400","Sammy Morris",2008,0,1
